,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
69,Decoding Eli Lilly's Options Activity: What's the Big Picture? - Eli Lilly  ( NYSE:LLY ) ,https://www.benzinga.com/insights/options/24/08/40161870/decoding-eli-lillys-options-activity-whats-the-big-picture,20240805T141625,['Benzinga Insights'],"Financial giants have made a conspicuous bullish move on Eli Lilly. Our analysis of options history for Eli Lilly LLY revealed 14 unusual trades. Delving into the details, we found 42% of traders were bullish, while 42% showed bearish tendencies.",https://www.benzinga.com/files/images/story/2024/1722867381_0.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.072335,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.786972', 'ticker_sentiment_score': '-0.040297', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BCS', 'relevance_score': '0.090134', 'ticker_sentiment_score': '-0.115148', 'ticker_sentiment_label': 'Neutral'}]"
70,"Should You Buy, Sell or Hold Lilly  ( LLY )  Ahead of Q2 Earnings?",https://www.zacks.com/stock/news/2316000/should-you-buy-sell-or-hold-lilly-lly-ahead-of-q2-earnings,20240805T133600,['Kinjel Shah'],Investor focus is likely to be on the sales numbers of Lilly's (LLY) tirzepatide medicines Mounjaro and Zepbound.,https://staticx-tuner.zacks.com/images/articles/main/fc/588.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Earnings', 'relevance_score': '0.995869'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",0.280482,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.50235', 'ticker_sentiment_score': '0.47047', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.063594', 'ticker_sentiment_score': '0.19729', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BIIB', 'relevance_score': '0.063594', 'ticker_sentiment_score': '0.107661', 'ticker_sentiment_label': 'Neutral'}]"
71,Lilly  ( LLY )  Q2 Earnings on the Horizon: Analysts' Insights on Key Performance Measures,https://www.zacks.com/stock/news/2315866/lilly-lly-q2-earnings-on-the-horizon-analysts-insights-on-key-performance-measures,20240805T131611,['Zacks Equity Research'],"Besides Wall Street's top -and-bottom-line estimates for Lilly (LLY), review projections for some of its key metrics to gain a deeper understanding of how the company might have fared during the quarter ended June 2024.",https://staticx-tuner.zacks.com/images/default_article_images/default307.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.947132'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.097131,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.338119', 'ticker_sentiment_score': '0.173347', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
72,Should You Buy Eli Lilly Before Aug. 8?,https://www.fool.com/investing/2024/08/05/should-you-buy-eli-lilly-before-aug-8/,20240805T091000,['Adria Cimino'],There's reason to be optimistic about what's to come.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F785523%2Fgettyimages-1134003590.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.990999'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.999816'}]",0.206088,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.533481', 'ticker_sentiment_score': '0.21543', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.058047', 'ticker_sentiment_score': '0.01301', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.058047', 'ticker_sentiment_score': '0.098019', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.058047', 'ticker_sentiment_score': '0.01301', 'ticker_sentiment_label': 'Neutral'}]"
73,Here are 4 things we're watching closely in the stock market this week,https://www.cnbc.com/2024/08/04/here-are-4-things-were-watching-closely-in-the-stock-market-this-week.html,20240804T135944,[],"Expect earnings reports, and CEO commentaries, to drive the market action.",,CNBC,Top News,www.cnbc.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.142857'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.142857'}, {'topic': 'Technology', 'relevance_score': '0.142857'}, {'topic': 'Finance', 'relevance_score': '0.142857'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.142857'}, {'topic': 'Financial Markets', 'relevance_score': '0.98396'}, {'topic': 'Manufacturing', 'relevance_score': '0.142857'}, {'topic': 'Earnings', 'relevance_score': '0.947132'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.142857'}]",0.007224,Neutral,"[{'ticker': 'APP', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MPC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROAD', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RIVN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WYNN', 'relevance_score': '0.082582', 'ticker_sentiment_score': '0.004136', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMGN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GLW', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.090183', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MPW', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KVUE', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPST', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CEG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ARRY', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ILMN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BROS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BCO', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZI', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FTNT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VST', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FSLY', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ERJ', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HUBS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HOOD', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CELH', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HIMS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BLDR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DDOG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXON', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RKLB', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HIMX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'O', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BCRX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZTS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ACMR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CGC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PLTR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ACB', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RDDT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'APPS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VMC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SEDG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OSCR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OGN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GXO', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SRPT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DNUT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABNB', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFE', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRON', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OXY', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VFC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PZZA', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.054424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FIVN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'YUMC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CLSK', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MNKD', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EMR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PLUG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ASPN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ET', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'YUM', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAR', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WYNMF', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.004759', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.054424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PARA', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TTD', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LUMN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXSM', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BNTX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SHOP', 'relevance_score': '0.055109', 'ticker_sentiment_score': '-0.056855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TDC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SOUN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'OC', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NKLA', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.082582', 'ticker_sentiment_score': '0.090235', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DUK', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVAX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.094835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KRYS', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PLNT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FRPT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LCID', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MGNI', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAX', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.097835', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CPNG', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GCT', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GILD', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.164881', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DVN', 'relevance_score': '0.055109', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:GBP', 'relevance_score': '0.027571', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
74,Eli Lilly's Obesity Drug Shows a Heart Benefit. Is It Time to Buy?,https://www.fool.com/investing/2024/08/04/eli-lilly-a-buy-now/,20240804T092600,['Cory Renauer'],"Recent results from a clinical trial show that treatment with Zepbound significantly reduced patients' risk of heart failure outcomes, including cardiovascular death.",https://g.foolcdn.com/editorial/images/785688/investor-charts-closeup-getty.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",0.063433,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.470606', 'ticker_sentiment_score': '0.175086', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HIMS', 'relevance_score': '0.050148', 'ticker_sentiment_score': '-0.081967', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.050148', 'ticker_sentiment_score': '0.029852', 'ticker_sentiment_label': 'Neutral'}]"
75,Eli Lilly vs Novo Nordisk: A Recent Study Suggests This Company Has the Best Weight Loss Drug,https://www.fool.com/investing/2024/08/03/eli-lilly-vs-novo-nordisk-a-recent-study-suggests/,20240803T102000,['David Jagielski'],"These healthcare stocks are up more than 400% in the past five years, thanks to their dominance in the anti-obesity market.",https://g.foolcdn.com/editorial/images/784782/weight-loss-pills-with-measuring-tape.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",0.225302,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.542261', 'ticker_sentiment_score': '0.258336', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.396798', 'ticker_sentiment_score': '0.189059', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
76,Is This Decision by Pfizer Bad News for Eli Lilly?,https://www.fool.com/investing/2024/08/03/is-this-decision-by-pfizer-bad-news-for-eli-lilly/,20240803T081000,['Adria Cimino'],Lilly's revenue gains have helped its stock to roar higher.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F785370%2Fgettyimages-1292931102.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.150152,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.752508', 'ticker_sentiment_score': '0.229261', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.062', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.214462', 'ticker_sentiment_score': '0.070374', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.366061', 'ticker_sentiment_score': '0.228716', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
77,"ResMed Earnings Reflect Increased Demand For Sleep Devices, Performance Indicates Positive Dynamics, Opportunities - ResMed  ( NYSE:RMD ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/08/40133504/resmed-earnings-reflect-increased-demand-for-sleep-devices-performance-indicates-po,20240802T144626,['Vandana Singh'],"ResMed Inc. RMD reported fourth-quarter 2024 revenue of $1.22 billion, up 9% year-over-year and up 10% on a constant currency basis, in line with the consensus of $1.22 billion. The growth was driven by increased demand for sleep devices and masks portfolio and strong growth across Software as a ...",https://cdn.benzinga.com/files/images/story/2024/08/02/ResMed---logo.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.87644'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.310554,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.258351', 'ticker_sentiment_score': '-0.040729', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RMD', 'relevance_score': '0.490323', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
78,What's Going On With Eli Lilly and Company Shares Friday - Eli Lilly and Co  ( NYSE:LLY ) ,https://www.benzinga.com/general/biotech/24/08/40133292/whats-going-on-with-eli-lilly-and-company-shares-friday,20240802T143942,['Dylan Berman'],"Eli Lilly and Company LLY stock is trading lower on Friday. The company is anticipated to release earnings on Aug. 8 for the 2024 fiscal year second quarter. Also, Eli Lilly announced promising results from its SUMMIT phase 3 clinical trial earlier this week.",https://cdn.benzinga.com/files/images/story/2024/08/02/Eli-Lilly.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.01981,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.659096', 'ticker_sentiment_score': '-0.064028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.126119', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
79,"Company News for Aug 2, 2024",https://www.zacks.com/stock/news/2315020/company-news-for-aug-2-2024,20240802T124800,['Zacks Equity Research'],"Companies In The Article Are: LLY,MGM,SO and TRP ...",https://staticx-tuner.zacks.com/images/articles/main/2c/68763.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",0.012483,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.601928', 'ticker_sentiment_score': '-0.181803', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MGM', 'relevance_score': '0.601928', 'ticker_sentiment_score': '-0.321868', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TRP', 'relevance_score': '0.601928', 'ticker_sentiment_score': '0.481028', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SO', 'relevance_score': '0.327366', 'ticker_sentiment_score': '0.106642', 'ticker_sentiment_label': 'Neutral'}]"
80,Eli Lilly  ( LLY )  Earnings Expected to Grow: What to Know Ahead of Next Week's Release,https://www.zacks.com/stock/news/2314332/eli-lilly-lly-earnings-expected-to-grow-what-to-know-ahead-of-next-weeks-release,20240801T140114,['Zacks Equity Research'],Lilly (LLY) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://staticx-tuner.zacks.com/images/default_article_images/default336.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",0.157097,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.3007', 'ticker_sentiment_score': '0.059967', 'ticker_sentiment_label': 'Neutral'}]"
81,Pfizer Just Confirmed It's a Dividend Investor's Dream Stock,https://www.fool.com/investing/2024/08/01/pfizer-confirmed-dividend-investors-dream-stock/,20240801T095000,['Keith Speights'],This big pharma stock gives investors juicy and reliable dividends plus the potential for future growth.,https://g.foolcdn.com/editorial/images/785266/pfizer_logo_on_glass_pfe.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",0.318666,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.05339', 'ticker_sentiment_score': '0.211792', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BHVN', 'relevance_score': '0.05339', 'ticker_sentiment_score': '0.118024', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.05339', 'ticker_sentiment_score': '0.211792', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PFE', 'relevance_score': '0.684845', 'ticker_sentiment_score': '0.49371', 'ticker_sentiment_label': 'Bullish'}]"
