,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
67,Uber's Q2 revenue beats Wall Street estimates on ride-sharing demand,https://www.business-standard.com/world-news/uber-s-q2-revenue-beats-wall-street-estimates-on-ride-sharing-demand-124080601305_1.html,20240806T124023,['Reuters'],"Improvements in airport rides and initiatives such as Uber Shuttle, discounted subscriptions for students and pre-scheduled shared rides also helped drive bookings, Uber CEO Khosrowshahi added ...","https://bsmedia.business-standard.com/_media/bs/img/article/2024-05/14/full/1715663966-1229.jpg?im=FitAndFill=(826,465)",Business Standard,Companies,www.business-standard.com,"[{'topic': 'Earnings', 'relevance_score': '0.961735'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.137475,Neutral,"[{'ticker': 'SSTK', 'relevance_score': '0.109455', 'ticker_sentiment_score': '-0.156689', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'UBER', 'relevance_score': '0.664604', 'ticker_sentiment_score': '0.284524', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.109455', 'ticker_sentiment_score': '0.074777', 'ticker_sentiment_label': 'Neutral'}]"
68,Stock-Split Watch: 2 Consumer Stocks That Look Ready to Split,https://www.fool.com/investing/2024/08/06/stock-split-watch-2-consumer-stocks-that-look-read/,20240806T114700,['Jeff Santoro'],These businesses are so strong that a stock split would just be icing on the investing cake.,https://g.foolcdn.com/editorial/images/785734/warehouse-shopper-costco-shopping.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",0.328459,Somewhat-Bullish,"[{'ticker': 'MELI', 'relevance_score': '0.314017', 'ticker_sentiment_score': '0.379644', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'COST', 'relevance_score': '0.428632', 'ticker_sentiment_score': '0.377014', 'ticker_sentiment_label': 'Bullish'}]"
69,"Tesla Teams Up With Costco In Taiwan, Offers Limited-Time EV Sale - Tesla  ( NASDAQ:TSLA ) ",https://www.benzinga.com/news/24/08/40184280/tesla-teams-up-with-costco-in-taiwan-offers-limited-time-ev-sale,20240806T112858,['Anan Ashraf'],EV giant Tesla Inc TSLA is reportedly partnering with Costco to sell its electric vehicles in Taiwan for two weeks from Aug. 5 through Aug. 18.,https://cdn.benzinga.com/files/images/story/2024/08/06/Most-EV-Buyers-Are-Democrats.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.190187,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.713164', 'ticker_sentiment_score': '0.247707', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.924127', 'ticker_sentiment_score': '0.234893', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
70,Freshpet  ( FRPT )  Q2 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/08/05/freshpet-frpt-q2-2024-earnings-call-transcript/,20240805T151515,['Motley Fool Transcribing'],"FRPT earnings call for the period ending June 30, 2024.",https://g.foolcdn.com/misc-assets/fool-transcripts-logo.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.999355'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",0.303904,Somewhat-Bullish,"[{'ticker': 'FRPT', 'relevance_score': '0.077256', 'ticker_sentiment_score': '0.157572', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.011606', 'ticker_sentiment_score': '0.050222', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.003869', 'ticker_sentiment_score': '0.15174', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.003869', 'ticker_sentiment_score': '0.15174', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WFC', 'relevance_score': '0.003869', 'ticker_sentiment_score': '0.15174', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
71,Costco  ( COST )  Stock Up 25% YTD: Is It Still a Good Buy?,https://www.zacks.com/stock/news/2315944/costco-cost-stock-up-25-ytd-is-it-still-a-good-buy,20240805T131800,['Sumit Singh'],"Costco's (COST) success lies in its membership-based business model, which generates a reliable revenue stream and fosters strong customer loyalty.",https://staticx-tuner.zacks.com/images/articles/main/a0/810.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}]",0.412907,Bullish,"[{'ticker': 'ROST', 'relevance_score': '0.0686', 'ticker_sentiment_score': '0.175797', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.0686', 'ticker_sentiment_score': '0.175797', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.333107', 'ticker_sentiment_score': '0.405522', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'DG', 'relevance_score': '0.0686', 'ticker_sentiment_score': '0.175797', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.034332', 'ticker_sentiment_score': '0.170395', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
72,CPG Capitalizes on a Warehouse Club Opportunity with a Rapid Supply Chain Pivot,https://markets.businessinsider.com/news/stocks/cpg-capitalizes-on-a-warehouse-club-opportunity-with-a-rapid-supply-chain-pivot-1033635162,20240805T075727,['Plentisoft'],CEO shares lessons from the pandemic to help consumer packaged goods ( CPG ) companies pivot during future supply chain disruptions to seize new opportunities,https://storage.googleapis.com/mmstudio-images/gallery/Hh3rQlkV52diqJiMHZBKbpeC7Gi2/89137493-1722778678-1.jpg,Business Insider,RSS,markets.businessinsider.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.202871,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.255641', 'ticker_sentiment_score': '0.026636', 'ticker_sentiment_label': 'Neutral'}]"
73,Is It Too Late to Buy Costco Stock?,https://www.fool.com/investing/2024/08/04/is-it-too-late-to-buy-costco-stock/,20240804T104300,['James Brumley'],"It depends on your time frame, but if you're a bargain-hunter, now's not the best time to jump in.",https://media.ycharts.com/charts/42f40eaa6228c84c5860c0818b96ff4d.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.857896'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",0.190073,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.524142', 'ticker_sentiment_score': '0.266628', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
74,Will Costco Stock Join the Trillion-Dollar Club in 10 Years?,https://www.fool.com/investing/2024/08/03/will-costco-stock-join-the-trillion-dollar-club-in/,20240803T120800,['David Jagielski'],"Costco is one of top retailers in the world, and there's plenty of room for it to get even bigger in a decade.",https://g.foolcdn.com/editorial/images/784792/person-shopping-at-a-store.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.650727'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.692272'}]",0.265356,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.604961', 'ticker_sentiment_score': '0.54387', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.061631', 'ticker_sentiment_score': '-0.074143', 'ticker_sentiment_label': 'Neutral'}]"
75,Want to Build a $2 Million Portfolio by Retirement? Here's How Much You Should Aim to Invest.,https://www.fool.com/investing/2024/08/03/want-to-build-a-2-million-portfolio-by-retirement/,20240803T112500,['David Jagielski'],Investing in a diversified growth fund can set you up for a much more comfortable retirement.,https://g.foolcdn.com/editorial/images/784800/group-of-seniors-visiting-a-tourist-spot.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.998932'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.216083,Somewhat-Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.059488', 'ticker_sentiment_score': '0.128061', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.059488', 'ticker_sentiment_score': '0.128061', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.059488', 'ticker_sentiment_score': '0.128061', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.17715', 'ticker_sentiment_score': '0.118266', 'ticker_sentiment_label': 'Neutral'}]"
76,"'s 'Stock Whisper' Index: 5 Stocks Investors Secretly Monitor But Don't Talk About Yet - Costco Wholesale  ( NASDAQ:COST ) , Gilead Sciences  ( NASDAQ:GILD ) ",https://www.benzinga.com/markets/equities/24/08/40135938/benzingas-stock-whisper-index-5-stocks-investors-secretly-monitor-but-dont-talk-about-yet,20240802T160934,['Chris Katje'],"Each week, Benzinga's Stock Whisper Index uses a combination of proprietary data and pattern recognition to showcase five stocks that are just under the surface and deserve attention. Investors are constantly on the hunt for undervalued, under-followed and emerging stocks.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/08/02104005/Screenshot-96.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.692272'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.983783'}]",0.311038,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.27535', 'ticker_sentiment_score': '0.167256', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'QS', 'relevance_score': '0.361407', 'ticker_sentiment_score': '0.281672', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GILD', 'relevance_score': '0.09347', 'ticker_sentiment_score': '0.204619', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ON', 'relevance_score': '0.09347', 'ticker_sentiment_score': '0.15423', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
77,"The Zacks Analyst Blog Highlights Abercrombie & Fitch, Burlington Stores, Walmart and Costco Wholesale",https://www.zacks.com/stock/news/2315328/the-zacks-analyst-blog-highlights-abercrombie-fitch-burlington-stores-walmart-and-costco-wholesale,20240802T131400,['Zacks Equity Research'],"Abercrombie & Fitch, Burlington Stores, Walmart and Costco Wholesale are part of the Zacks top Analyst Blog.",https://staticx-tuner.zacks.com/images/articles/main/2c/122.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.983783'}]",0.405981,Bullish,"[{'ticker': 'ANF', 'relevance_score': '0.150827', 'ticker_sentiment_score': '0.173407', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.03792', 'ticker_sentiment_score': '0.077452', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BURL', 'relevance_score': '0.1879', 'ticker_sentiment_score': '0.248842', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.150827', 'ticker_sentiment_score': '0.225803', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SAM', 'relevance_score': '0.03792', 'ticker_sentiment_score': '0.077452', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.150827', 'ticker_sentiment_score': '0.221976', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
78,Roku  ( ROKU )  Q2 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/08/02/roku-roku-q2-2024-earnings-call-transcript/,20240802T074514,['Motley Fool Transcribing'],"ROKU earnings call for the period ending June 30, 2024.",https://g.foolcdn.com/misc-assets/fool-transcripts-logo.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.614606'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.281662,Somewhat-Bullish,"[{'ticker': 'MCQEF', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MGNI', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.088738', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROKU', 'relevance_score': '0.292784', 'ticker_sentiment_score': '0.268012', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.070907', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PUBM', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.088738', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTD', 'relevance_score': '0.038127', 'ticker_sentiment_score': '0.155488', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BBY', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.081055', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HD', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.114527', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.005449', 'ticker_sentiment_score': '0.314179', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
79,Is Costco Wholesale  ( COST )  Stock Outpacing Its Retail-Wholesale Peers This Year?,https://www.zacks.com/stock/news/2314168/is-costco-wholesale-cost-stock-outpacing-its-retail-wholesale-peers-this-year,20240801T134013,['Zacks Equity Research'],Here is how Costco (COST) and Sprouts Farmers (SFM) have performed compared to their sector so far this year.,https://staticx-tuner.zacks.com/images/default_article_images/default146.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",0.262827,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.765728', 'ticker_sentiment_score': '0.396434', 'ticker_sentiment_label': 'Bullish'}]"
80,4 Retail Stocks to Buy on the Surge in Consumer Confidence,https://www.zacks.com/stock/news/2314094/4-retail-stocks-to-buy-on-the-surge-in-consumer-confidence,20240801T133500,['Sumit Singh'],"The surge in consumer confidence, given that consumer spending fuels a substantial 70% of U.S. economic activity, bodes well for retail stocks such as ANF, BURL, WMT and COST.",https://staticx-tuner.zacks.com/images/articles/main/ee/1195.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}]",0.463424,Bullish,"[{'ticker': 'ANF', 'relevance_score': '0.090645', 'ticker_sentiment_score': '0.242773', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BURL', 'relevance_score': '0.135602', 'ticker_sentiment_score': '0.241941', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.135602', 'ticker_sentiment_score': '0.365199', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.135602', 'ticker_sentiment_score': '0.350972', 'ticker_sentiment_label': 'Bullish'}]"
81,2 Dividend Growth Powerhouses for Long-Term Investors,https://www.fool.com/investing/2024/08/01/2-dividend-growth-powerhouses-for-long-term-invest/,20240801T101500,['George Budwell'],Hershey and Costco have been growing their dividends at breakneck speed.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F785357%2Fdividend-concept.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.857896'}]",0.486225,Bullish,"[{'ticker': 'ICNB', 'relevance_score': '0.078611', 'ticker_sentiment_score': '0.185132', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.44622', 'ticker_sentiment_score': '0.562154', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'HSY', 'relevance_score': '0.510302', 'ticker_sentiment_score': '0.603686', 'ticker_sentiment_label': 'Bullish'}]"
82,Qualcomm  ( QCOM )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/07/31/qualcomm-qcom-q3-2024-earnings-call-transcript/,20240801T010026,['Motley Fool Transcribing'],"QCOM earnings call for the period ending June 30, 2024.",https://g.foolcdn.com/misc-assets/fool-transcripts-logo.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.274281,Somewhat-Bullish,"[{'ticker': 'LNVGF', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.138904', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.019846', 'ticker_sentiment_score': '0.106689', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.019846', 'ticker_sentiment_score': '0.109489', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.083912', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.21215', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BCS', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.122158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.101391', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.066084', 'ticker_sentiment_score': '0.124398', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HNORF', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.21215', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.101391', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BBY', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.21215', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DSITF', 'relevance_score': '0.006616', 'ticker_sentiment_score': '0.21215', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
83,What's In Store For Uber In Q2? Analyst Sees 21% Bookings Growth - Uber Technologies  ( NYSE:UBER ) ,https://www.benzinga.com/analyst-ratings/analyst-color/24/07/40079547/whats-in-store-for-uber-in-q2-analyst-sees-21-bookings-growth,20240731T191554,['Nabaparna Bhattacharya'],"BofA Securities analyst Justin Post reiterated a Buy rating on Uber Technologies, Inc. UBER, with a price forecast of $87. The company will hold its quarterly conference call on Tuesday, August 6th, to discuss its second quarter 2024 financial results.",https://cdn.benzinga.com/files/images/story/2024/07/31/Uber-stock.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}]",0.306849,Somewhat-Bullish,"[{'ticker': 'UBER', 'relevance_score': '0.656549', 'ticker_sentiment_score': '0.490578', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'COST', 'relevance_score': '0.247838', 'ticker_sentiment_score': '0.302054', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
84,All You Need to Know About Costco  ( COST )  Rating Upgrade to Buy,https://www.zacks.com/stock/news/2313328/all-you-need-to-know-about-costco-cost-rating-upgrade-to-buy,20240731T160011,['Zacks Equity Research'],"Costco (COST) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.",https://staticx-tuner.zacks.com/images/default_article_images/default258.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.997845'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.658903'}]",0.299026,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.367865', 'ticker_sentiment_score': '0.313612', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
85,Exploring The Competitive Space: Costco Wholesale Versus Industry Peers In Consumer Staples Distribution & Retail - Costco Wholesale  ( NASDAQ:COST ) ,https://www.benzinga.com/insights/news/24/07/40071899/exploring-the-competitive-space-costco-wholesale-versus-industry-peers-in-consumer-staples-distribu,20240731T150025,['Benzinga Insights'],"In today's fast-paced and competitive business landscape, it is essential for investors and industry enthusiasts to thoroughly analyze companies before making investment decisions.",https://www.benzinga.com/files/images/story/2024/1722438022_0.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.891286'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.5855'}]",0.306772,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.509035', 'ticker_sentiment_score': '0.429786', 'ticker_sentiment_label': 'Bullish'}]"
86,Floor & Decor  ( FND )  to Post Q2 Earnings: Factors to Note,https://www.zacks.com/stock/news/2313184/floor-decor-fnd-to-post-q2-earnings-factors-to-note,20240731T143700,['Zacks Equity Research'],"Floor & Decor (FND) faces challenges due to soft demand for hard surface flooring. Margins also remain a critical area, with potential concerns stemming from any deleverage in the selling and store operating expenses.",https://staticx-tuner.zacks.com/images/articles/main/62/347.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}]",0.14151,Neutral,"[{'ticker': 'FND', 'relevance_score': '0.230017', 'ticker_sentiment_score': '0.223569', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BURL', 'relevance_score': '0.184951', 'ticker_sentiment_score': '0.123939', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.139265', 'ticker_sentiment_score': '0.091102', 'ticker_sentiment_label': 'Neutral'}]"
87,Are You a Value Investor? This 1 Stock Could Be the Perfect Pick,https://www.zacks.com/stock/news/2312986/are-you-a-value-investor-this-1-stock-could-be-the-perfect-pick,20240731T134011,['Zacks Equity Research'],"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",https://staticx-tuner.zacks.com/images/default_article_images/default287.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",0.473495,Bullish,"[{'ticker': 'COST', 'relevance_score': '0.363388', 'ticker_sentiment_score': '0.295714', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
88,BC-Based Chocxo Chocolatier Puts New Twist on Cookies & Creme this Summer; New Dark Milk Chocolate Cookies & Creme Cups Launch Across Canada,https://www.benzinga.com/pressreleases/24/07/g40047899/bc-based-chocxo-chocolatier-puts-new-twist-on-cookies-creme-this-summer-new-dark-milk-chocolate-co,20240730T182713,['Globe Newswire'],"VANCOUVER, British Columbia, July 30, 2024 ( GLOBE NEWSWIRE ) -- Chocxo, the premium chocolate brand celebrated for its commitment to better-for-you indulgences, proudly launches its latest creation: Dark Milk Chocolate Cookies & Creme Cups, now available at Costco and Loblaws locations across ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.303231,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.162802', 'ticker_sentiment_score': '0.241778', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
89,"Cannabis Shops Are Selling Like Crazy One Year After Legalization In Maryland, But Black Market Persists - Verano Holdings  ( OTC:VRNOF ) ",https://www.benzinga.com/markets/cannabis/24/07/40045638/cannabis-shops-are-selling-like-crazy-one-year-after-legalization-in-maryland-but-black-market-p,20240730T164533,['Juan Spínelli'],"More than a year after Maryland legalized recreational cannabis, the state's illicit market remains active. The transition from medical-only to adult-use retailers, facilitated by a ballot referendum, was designed to curb illegal sales.",https://cdn.benzinga.com/files/images/story/2024/07/30/1.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.012346,Neutral,"[{'ticker': 'COST', 'relevance_score': '0.063258', 'ticker_sentiment_score': '-0.043104', 'ticker_sentiment_label': 'Neutral'}]"
90,The ODP Corporation  ( ODP )  to Post Q2 Earnings: What to Expect?,https://www.zacks.com/stock/news/2312115/the-odp-corporation-odp-to-post-q2-earnings-what-to-expect,20240730T150300,['Zacks Equity Research'],"The ODP Corporation's (ODP) Project CORE initiative, aimed at boosting operational efficiency and lowering costs, is likely to have favorably impacted the company's bottom line.",https://staticx-tuner.zacks.com/images/articles/main/62/347.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.221208,Somewhat-Bullish,"[{'ticker': 'BURL', 'relevance_score': '0.17715', 'ticker_sentiment_score': '0.120174', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.133346', 'ticker_sentiment_score': '0.138076', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ODP', 'relevance_score': '0.533149', 'ticker_sentiment_score': '0.250987', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
